timestamp,symbol,coin_name,open,high,low,close,volume,market_cap_usd,total_market_cap_usd,dominance_pct,price_change,price_pct_change,rolling_volatility
2024-06-10 00:00:00,BTCUSDT,Bitcoin,69648.15,69801.34,69426.0,69716.0,1649.14322,1372556186704.501,1817832788134.9434,75.50508471753959,67.85000000000582,0.09741823723961918,
2024-06-10 00:00:00,ETHUSDT,Ethereum,3706.4,3706.94,3685.54,3691.31,13830.6698,445276601430.4424,1817832788134.9434,24.494915282460408,-15.090000000000146,-0.4071336067343013,
2024-06-10 03:00:00,BTCUSDT,Bitcoin,69716.01,69767.41,69530.0,69580.48,962.3530499999999,1372556186704.501,1817832788134.9434,75.50508471753959,-135.52999999999884,-0.194402978598458,
2024-06-10 03:00:00,ETHUSDT,Ethereum,3691.32,3692.81,3680.01,3684.19,11308.4218,445276601430.4424,1817832788134.9434,24.494915282460408,-7.130000000000109,-0.19315583585276022,
2024-06-10 06:00:00,BTCUSDT,Bitcoin,69580.47,69618.76,69249.99,69387.5,2031.09709,1372556186704.501,1817832788134.9434,75.50508471753959,-192.97000000000116,-0.27733356788190877,
2024-06-10 06:00:00,ETHUSDT,Ethereum,3684.19,3684.2,3642.74,3671.02,29074.599799999996,445276601430.4424,1817832788134.9434,24.494915282460408,-13.170000000000073,-0.3574734202090574,
2024-06-10 09:00:00,BTCUSDT,Bitcoin,69387.5,69550.0,69172.29,69473.89,1672.6595200000002,1372556186704.501,1817832788134.9434,75.50508471753959,86.38999999999942,0.12450369302828236,
2024-06-10 09:00:00,ETHUSDT,Ethereum,3671.02,3681.01,3658.16,3675.95,16812.6142,445276601430.4424,1817832788134.9434,24.494915282460408,4.929999999999836,0.13429510054425844,
2024-06-10 12:00:00,BTCUSDT,Bitcoin,69473.89,69662.1,69201.59,69662.09,2113.76217,1372556186704.501,1817832788134.9434,75.50508471753959,188.1999999999971,0.27089313697562795,
2024-06-10 12:00:00,ETHUSDT,Ethereum,3675.95,3682.4,3662.96,3680.7,17540.2966,445276601430.4424,1817832788134.9434,24.494915282460408,4.75,0.12921829731089923,
2024-06-10 15:00:00,BTCUSDT,Bitcoin,69662.1,70195.94,69612.26,70043.0,3839.8969500000003,1372556186704.501,1817832788134.9434,75.50508471753959,380.8999999999942,0.546782253190751,
2024-06-10 15:00:00,ETHUSDT,Ethereum,3680.71,3713.67,3677.34,3696.59,29492.9811,445276601430.4424,1817832788134.9434,24.494915282460408,15.88000000000011,0.4314384996373012,
2024-06-10 18:00:00,BTCUSDT,Bitcoin,70043.01,70141.1,69334.46,69632.51,3803.78801,1372556186704.501,1817832788134.9434,75.50508471753959,-410.5,-0.5860684742132014,
2024-06-10 18:00:00,ETHUSDT,Ethereum,3696.58,3701.0,3650.64,3672.05,26547.3943,445276601430.4424,1817832788134.9434,24.494915282460408,-24.529999999999745,-0.6635863419701385,
2024-06-10 21:00:00,BTCUSDT,Bitcoin,69632.51,69694.68,69400.01,69540.0,1049.9694,1372556186704.501,1817832788134.9434,75.50508471753959,-92.50999999999476,-0.1328546105834685,197.3855239979069
2024-06-10 21:00:00,ETHUSDT,Ethereum,3672.05,3677.07,3660.0,3667.85,11756.207,445276601430.4424,1817832788134.9434,24.494915282460408,-4.200000000000273,-0.11437752753912045,10.205346987871483
2024-06-11 00:00:00,BTCUSDT,Bitcoin,69540.0,69590.01,67900.0,68268.62,6780.63665,1369378888543.5317,1809884983695.422,75.66110006325013,-1271.3800000000047,-1.8282714984181831,514.8070448634817
2024-06-11 00:00:00,ETHUSDT,Ethereum,3667.85,3673.0,3567.0,3602.6,73261.91070000001,440506095151.8904,1809884983695.422,24.338899936749865,-65.25,-1.778971331979225,28.28594877698626
2024-06-11 03:00:00,BTCUSDT,Bitcoin,68268.62,68488.0,67617.0,67903.57,5947.34453,1369378888543.5317,1809884983695.422,75.66110006325013,-365.04999999998836,-0.5347259106746092,743.842185216149
2024-06-11 03:00:00,ETHUSDT,Ethereum,3602.6,3612.87,3533.46,3561.59,63734.073599999996,440506095151.8904,1809884983695.422,24.338899936749865,-41.00999999999976,-1.1383445289513063,46.2845373555175
2024-06-11 06:00:00,BTCUSDT,Bitcoin,67903.58,67974.49,67284.38,67516.74,4641.33433,1369378888543.5317,1809884983695.422,75.66110006325013,-386.8399999999965,-0.5696901400485754,954.6416122705713
